"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"x","","x","","6260","Posterior division of mandibular nerve","","Divisio posterior nervi mandibularis","","Division post?rieure du nerf mandibulaire","","Divisi?n posterior del nervio mandibular","","Divis?o posterior do nervo mandibular","","Divisione posteriore del nervo mandibolare","Cz??? przednia nerwu  ?uchwowego","??? ??? ?? ?????? ??????","Hintere teilung des nervus mandibularis","Mandibular sinirin arka b?l?m?","????????? ???????? ?? ?????????? ??????","??????"
"","","x","6418;Auriculotemporal nerve","6261","Auriculotemporal nerve","","Nervus auriculotemporalis","","Nerf auriculotemporal","","Nervio auriculotemporal","","Nervo auriculotemporal","","Nervo auricolotemporale","Nerw uszno-skroniowy","?? ????- ???????","Auriculotemporaler nerv","Aurik?lotemporal sinir","??????????????? ????????","????"
"","","","6419;External acoustic meatus nerve","6262","Nerve to external acoustic meatus","","Nervus meatus acustici externi","%Nervus meatus auditorii externi","Nerf du m?at acoustique externe","","Nervio al meato ac?stico externo","","Nervo para meato ac?stico externo","","Nervo del meato acustico esterno","Nerw przewodu s?uchowego zewn?trznego","?? ??????? ?????? ???","Nerv zum ?u?eren geh?rgang","D?? akustik meatusa sinir","????????? ?????? ???? ?? ??? ????????","??????"
"","","","","6263","Branches of auriculotemporal nerve to tympanic membrane","","Rami nervi auriculotemporalis membranae tympani","","Branches du nerf auriculotemporal pour la membrane tympanique","","Ramos del nervio auriculotemporal para la membrana timp?nica","","Ramos do nervo auriculotemporal ? membrana timp?nica","","Rami alla membrana timpanica del nervo auricolotemporale","Ga??zie b?benkowe nerwu uszno-skroniowego","???? ??? ?? ???? ??????? ?? ???? ???","?ste des nervus auriculotemporalis zum trommelfell","Aurik?lotemporal sinirin kulak zar?na dallar?","??????????????? ???????? ?? ?????? ??? ?????? ??","?????????"
"","","","","6264","Parotid branches of auriculotemporal nerve","","Rami parotidei nervi auriculotemporalis","%Rami parotidici","Branches parotidiennes du nerf auriculotemporal","","Ramos parot?deos del nervio auriculotemporal","","Ramos da par?tida do nervo auriculotemporal","","Rami parotidei del nervo auricolotemporale","Ga??zie przyusznicze nerwu uszno-skroniowego","???? ??? ??????? ?? ???? ???????","Parotis?ste des nervus auriculotemporale","Aurik?lotemporal sinirin parotis dallar?","??????????????? ???????? ?? ??????? ??????","??????"
"","","","","6265","Anterior auricular nerves","","Nervi auriculares anteriores","%Nervi auriculares termporales","Nerfs auriculaires ant?rieurs","","Nervios auriculares anteriores","","Nervos auriculares anteriores","","Nervi auricolari anteriori","Nerwy uszne przednie","?? ??? ???? ????","Vordere ohrnerven","?n kulak sinirleri","????????? ?????????  ????","????"
"","","","","6266","Superficial temporal branches of auriculotemporal nerve","","Rami temporales superficiales nervi auriculotemporalis","","Branches temporales superficielles du nerf auriculotemporal","","Ramos temporales superficiales del nervio auriculotemporal","","Ramos temporais superficiais do nervo auriculotemporal","","Rami temporali superficiali del nervo auricolotemporale","Ga??zie skroniowe powierzchowne nerwu uszno-skroniowego","???? ??? ??????? ???? ?? ???? ???????","Oberfl?chliche schl?fen?ste des nervus auriculotemporale","Aurik?lotemporal sinirin y?zeysel temporal dallar?","??????????????? ???????? ?? ?????????? ????? ??????","???????"
"x","","x","6425;Lingual nerve","6267","Lingual nerve","","Nervus lingualis","","Nerf lingual","","Nervio lingual","","Nervo lingual","","Nervo linguale","Nerw j?zykowy","?? ?????","Lingualnerv","Dil siniri","????? ????????","???"
"","","","","6268","Branches of lingual nerve to isthmus of fauces","","Rami nervi lingualis isthmi","%Rami palatini nervi lingualis","Branches du nerf lingual vers l'isthme du gosier","%Branches palatines du nerf lingual","Ramos del nervio lingual al istmo de las fauces","%Ramas palatinas del nervio lingual","Ramos do nervo lingual para o istmo das fauces","%Ramos palatinos do nervo lingual","Rami del nervo linguale all'istmo delle fauci","Ga??zie cie?ni gardzieli nerwu j?zykowego","???? ??? ?? ????? ?? ???? ????? ??","?ste des n. lingualis zum isthmus der fauces","Lingual sinirin dallar? d??k? k?sta??na","????? ???????? ?? ?????? ????? ?? ?????? ??","???????????"
"","","","6428;Sublingual nerve","6269","Sublingual nerve","","Nervus sublingualis","","Nerf sublingual","","Nervio sublingual","","Nervo sublingual","","Nervo sottolinguale","Nerw podj?zykowy","?? ??? ?????","Sublingualer nerv","Dil alt? siniri","????? ????????","????"
"","","","","6270","Lingual branches of lingual nerve","","Rami linguales nervi lingualis","","Branches linguales du nerf lingual","","Ramos linguales del nervio lingual","","Ramos linguais do nervo lingual","","Rami linguali del nervo linguale","Ga??zie j?zykowe nerwu j?zykowego","???? ??? ????? ?? ?????","Lingual?ste des n. lingualis","Lingual sinirin lingual dallar?","????? ???????? ?? ????? ??????","?????"
"","","","","6271","Posterior branch of lingual nerve to submandibular ganglion","","Ramus posterior ganglionicus submandibularis nervi lingualis","%Radix parasympathica ganglii submandibularis%Ramus ganglionaris submandibularis posterior nervi lingualis%Radix sensoria ganglii submandibularis","Br. post. du nerf lingual pour le ganglion submandibulaire","","R. posterior del nervio lingual al ganglio submandibular","","Ramo posterior do nervo lingual para g?nglio submandibular","","Ramo post. del n. linguale al g. sottomandibolare","Ga??? tylna nerwu j?zykowego do zwoju pod?uchwowego","???? ??? ?? ????? ?? ??? ??? ?????? ??????","Hinterer ast des n. lingualis zum ganglion submandibularis","Lingual sinirin submandibular ganglionun arka dal?","??-????????? ???????? ?? ??? ??????? ???? ?? ?????????? ????","????????????"
"","","","","6272","(Branches of lingual nerve to sublingual ganglion)","%Roots of sublingual ganglion","(Rami ganglionici sublinguales nervi lingualis)","%Radices ganglii sublinguales%Rami ganglionares sublinguales nervi lingualis","(Br. post?rieures du n. lingual pour le g. submandibulaires)","","(Ramos del nervio lingual al ganglio sublingual)","","(Ramos do nervo lingual ao g?nglio sublingual)","","(Rami del nervo linguale al ganglio sublinguale)","Ga??zie nerwu j?zykowego do zwoju podj?zykowego)","???? ??? ?? ????? ?? ??? ??? ?????","(?ste des n. lingualis zum ganglion sublingualis)","(Lingual sinirin dil alt? ganglion dallar?)","????? ???????? ?? ?????? ?? ??????","(????????????"
"","","","","6273","Gingival branches of lingual nerve","","Rami gingivales nervi lingualis","","Branches gingivales du nerf lingual","","Ramos gingivales del nervio lingual","","Ramos gengivais do nervo lingual","","Rami gengivali del nervo linguale","Ga??zie dzi?s?owe nerwu j?zykowego","???? ??? ??? ?? ?????","Zahnfleisch?ste des n. lingualis","Lingual sinirin di?eti dallar?","?????? ???????? ?? ?????? ?? ??????","??????"
"x","","x","6431;Inferior alveolar nerve","6274","Inferior alveolar nerve","","Nervus alveolaris inferior","%Nervus alveolaris mandibularis","Nerf alv?olaire inf?rieur","%Nerf alv?olaire mandibulaire","Nervio alveolar inferior","%Nervio alveolar mandibular","Nervo alveolar inferior","%Nervo alveolar mandibular","Nervo alveolare inferiore","Nerw z?bodo?owy dolny","?? ???? ?????? ??????","Nervus alveolaris inferior","Alt alveolar sinir","????????? ????????? ????????","?????"
"x","","","","6275","Nerve to mylohyoid muscle","","Nervus mylohyoideus","","Nerf mylohyo?dien","","Nervio del m?sculo milohioideo","","Nervo ao m?sculo milohi?ideo","","Nervo al muscolo miloioideo","Nerw ?uchwowo-gnykowy","?? ?????? ??????-????","Nerv zum mylohyoiden muskel","Sinirden mylohyoid kasa","???????? ?? mylohyoid ????","????????"
"","","","6436;Inferior dental plexus","6276","Inferior dental plexus","","Plexus dentalis inferior","%Plexus dentalis mandibularis","Plexus dentaire inf?rieur","","Plexo dental inferior","","Plexo dent?rio inferior","","Plesso dentale inferiore","Splot z?bowy dolny","??? ?????? ??????","Unterer zahngeflecht","Alt di? pleksus","????????? ??? ???","???"
"","","","","6277","Dental branches of inferior alveolar nerve","%Roots of sublingual ganglion","Rami dentales nervi alveolaris inferioris","%Rami dentales inferiores nervi alveolaris inferioris%Rami dentales mandibulares","Branches dentaires du nerf alv?olaire inf?rieur","","Ramos dentales del nervio alveolar inferior","","Ramos dentais do nervo alveolar inferior","","Rami dentali del nervo alveolare inferiore","Ga??zie z?bowe nerwu z?bodo?owego dolnego","???? ??? ?????? ?? ???? ?????? ??????","Zahn?ste des nervus alveolaris inferior","Alt alveolar sinirin di? dallar?","????????? ????????? ???????? ?? ??? ??????","???????"
"","","","","6278","Gingival branches of inferior alveolar nerve","%Inferior gingival branches of inferior alveolar nerve","Rami gingivales nervi alveolaris inferioris","%Rami gingivales inferiores nervi alveolaris inferioris%Rami gingivales mandibulares","Branches gingivales du nerf av?olaire inf?rieur","","Ramos gingivales del nervio alveolar inferior","","Ramos gengivais do nervo alveolar inferior","","Rami gengivali del nervo alveolare inferiore","Ga??zie dzi?s?owe nerwu z?bodo?owego dolnego","???? ??? ??? ?? ???? ?????? ??????","Gingiva?ste des nervus alveolaris inferior","Alt alveoler sinirin di?eti dallar?","????????? ????????? ???????? ?? ?????? ?? ??????","????????"
"x","","x","6439;Mental nerve (Ru, eq)","6279","Mental nerve","","Nervus mentalis","","Nerf mentonnier","","Nervio mental","","Nervo mental","","Nervo mentoniero","Nerw br?dkowy","?? ???? ??","Geistiger nerv","zihinsel sinir","?????? ????????","????"
"","","","","6280","Mental branches of mental nerve","","Rami mentales nervi mentalis","","Branches mentonni?res du nerf mentonnier","","Ramos mentales del nervio mental","","Ramos mentais do nervo mental","","Rami mentali del nervo mentoniero","Ga??zie br?dkowe nerwu br?dkowego","???? ??? ???? ?? ?? ???? ??","Geistige zweige des geistesnervs","Mental sinirin mental dallar?","?????? ???????? ?? ?????? ??????","?????????"
"","","","","6281","Inferior labial branches of mental nerve","","Rami labiales inferiores nervi mentalis","%Rami labiales mandibulares","Branches labiales inf?rieures du nerf mentonnier","","Ramos labiales inferiores del nervio mental","","Ramos labiais inferiores do nervo mental","","Rami labiali inferiori del nervo mentoniero","Ga??zie br?dkowe dolne nerwu br?dkowego","???? ??? ??? ?????? ?? ???? ??","Untere labiale ?ste des nervus mentalis","Mental sinirin alt labiyal dallar?","?????? ???????? ?? ????? ?????????? ??????","??????"
"","","","","6282","Gingival branches of mental nerve","%Inferior gingival branches of mental nerve","Rami gingivales nervi mentalis","%Rami gingivales inferiores nervi mentalis","Branches gingivales du nerf mentonnier","%Branches gingivales inf?rieures du nerf mentonnier","Ramos gingivales del nervio mental","%Ramas gingivales inferiores del nervio mentoniano","Ramos gengivais do nervo mental","%Ramos gengivais inferiores do nervo mentoniano","Rami gengivali del nervo mentoniero","Ga??zie dzi?s?owe nerwu br?dkowego","???? ??? ??? ?? ???? ??","Zahnfleisch?ste des nervus mentalis","Mental sinirin di? eti dallar?","?????? ???????? ?? ?????? ?? ??????","????????"
"x","","x","","6283","Abducens nerve (VI)","%Cranial nerve VI%Abducent nerve","Nervus abducens (VI)","%Nervus cranialis VI","Nerf abducens (VI)","%Nerf cr?nien VI%Nerf cr?nien 6%Nerf 6","Nervio abducens (VI)","%Nervio craneal VI","Nervo abducente (VI)","%Nervo craniano VI","Nervo abducente (VI)","Nerw odwodz?cy (VI)","?? ????????","Nervus abducens  (VI)","Abdusens siniri (VI)","?????????? ???????? (VI)","????(VI)"
"x","","x","","6284","Facial nerve (VII)","%Cranial nerve VII","Nervus facialis (VII)","%Nervus cranialis VII%Nervus intermediofacialis","Nerf facial (VII)","%Nerf cr?nien VII%Nerf cr?nien 7%Nerf 7","Nervio facial (VII)","%Nervio craneal VII","Nervo facial (VII)","%Nervo craniano VII","Nervo facciale (VII)","Nerw twarzowy (VII)","?? ???? ??","Gesichtsnerv  (VII)","Fasiyal sinir (VII)","????? ?? ???????? (VII)","???(??"
"","","","","6285","Motor root of facial nerve","","Radix motoria nervi facialis","","Racine motrice du nerf facial","","Ra?z motora del nervio facial","","Raiz motora do nervo facial","","Radice motoria del nervo facciale","Korze? ruchowy nerwu twarzowego","???? ????? ?? ???? ??","Motorische wurzel des gesichtsnervs","Fasiyal sinirin motor k?k?","????? ?? ???????? ?? ???? ???","??????"
"","","","","6286","Sensory root of facial nerve","%Intermediate nerve%Nerve of Wrisberg","Radix sensoria nervi facialis","%Nervus intermedius","Racine sensitive du nerf facial","","Ra?z sensorial del nervio facial","","Raiz sensorial do nervo facial","","Radice sensoriale del nervo facciale","Korze? czuciowy nerwu twarzowego","???? ????? ?? ???? ??","Sensorische wurzel des gesichtsnervs","Fasiyal sinirin duyu k?k?","????? ?? ???????? ?? ?????? ???","??????"
"","","","6471;Geniculate ganglion","6287","Genigulate ganglion","%Geniculate ganglion","Ganglion geniculi","%Ganglion geniculatum","Ganglion g?nicul?","","Ganglio genigulado","","Genigular g?nglio","","Ganglio genicolato","Zw?j kolanka","??? ??????","Genigulate ganglion","Genigulate ganglion","?????? ????????????","?????"
"","","","5754;Knee of facial nerve","6288","Geniculum of facial nerve","%External genu of facial nerve","Geniculum nervi facialis","%Genu nervi facialis","Genou du nerf facial","%Genou externe du nerf facial","Rodilla del nervio facial","%Rodilla externa del nervio facial","Gen?culo do nervo facial","%Joelho externo do nervo facial","Genicolo del nervo facciale","Kolanko nerwu twarzowego","????? ?? ???? ??","Genikulum des gesichtsnervs","Fasiyal sinir genikulumu","????? ?? ???????? ?? ????????","?????"
"","","x","6455;Greater petrosal nerve","6289","Greater petrosal nerve","%Parasympathetic root of pterygopalatine ganglion","Nervus petrosus major","%Radix intermedia ganglii pterygopalatini%Radix facialis ganglii pterygopalatini%Nervus petrosus superficialis major","Nerf grand p?treux","","Nervio petroso mayor","","Nervo petroso maior","","Nervo petroso maggiore","Nerw skalisty wi?kszy","?? ???? ?? ????","Nervus petrosus major","B?y?k petrosal sinir","?????? ????????? ????????","????"
"","","","6403;Nerve of pterygoid canal","6290","Nerve of pterygoid canal","%Parasympathetic and sympathetic roots of pterygopalatine ganglion","Nervus canalis pterygoidei","%Nervus Vidii%Nerve of Vidius","Nerf du canal pt?rygo?dien","","Nervio del canal pterigoideo","","Nervo do canal pterig?ide","","Nervo del canale pterigoideo","Nerw kana?u skrzyd?owego","?? ????? ?????","Nerv des pterygoidkanals","Pterigoid kanal?n siniri","????????  ??? ?? ????????","?????"
"","","","6456;Nerve to stapedius muscle","6291","Nerve to stapedius muscle","","Nervus stapedius","","Nerf du muscle stap?dien","","Nervio para el m?sculo estapedio","","Nervo ao m?sculo estap?dio","","Nervo al muscolo stapedio","Nerw strzemi?czkowy","?? ?????? ?????","Nerv zum stapediusmuskel","Sinirden stapedius kas?na","?????????? ???? ?? ??? ????????","??????"
"x","","x","6472;Chorda tympani","6292","Chorda tympani","","Chorda tympani","%Ramus communicans lingualis nervi facialis","Corde du tympan","","Cuerda del t?mpano","","Chorda tympani","","Chorda tympani","Struna b?benkowa","?? ?????? ???? ????","Chorda tympani","Chorda timpani","?????? ????????","????"
"","","","","6293","Branch of chorda tympani to otic ganglion","","Ramus ganglionicus oticus chordae tympani","%Ramus communicans ganglii otici cum chorda tympani","Branche de la corde du tympan vers le ganglion otique","","Ramo de la cuerda del t?mpano para el ganglio ?tico","","Ramo da corda do t?mpano em g?nglio ?tico","","Ramo della corda del timpano al ganglio otico","Ga??? zwojowa struny b?benkowej","???? ??? ???? ?? ?????? ???? ????","Zweig der chorda tympani zum ganglion oticum","Chorda tympani'nin otik gangliona dal?","????? ????????? ?? ???? ?? ???? ????????????","??????????"
"","","","","6294","Facial nerve proper","","Nervus facialis proprius","","Nerf facial propre","","Nervio facial propio","","Nervo facial propriamente dito","","Nervo facciale proprio","Nerw twarzowy w?a?ciwy","?? ???? ?? ????","Gesichtsnerv richtig","Y?z siniri uygun","????? ?? ???????? ??????","??????"
"","","x","","6295","Posterior auricular nerve","","Nervus auricularis posterior","%Nervus retroauricularis","Nerf auriculaire post?rieur","","Nervio auricular posterior","","Nervo auricular posterior","","Nervo auricolare posteriore","Nerw uszny tylny","?? ???? ???","Nervus aurikularis posterior","Arka kulak siniri","?????????? ????????? ????","????"
"","","","","6296","Occipital branch of posterior auricular nerve","","Ramus occipitalis nervi auricularis posterioris","","Branche occipitale du nerf auriculaire post?rieur","","Ramo occipital del nervio auricular posterior","","Ramo occipital do nervo auricular posterior","","Ramo occipitale del nervo auricolare posteriore","Ga??? potyliczna nerwu usznego tylnego","???? ?? ??? ?? ???? ???","Hinterhauptsast des n. aurikularis posterior","Posterior kulak sinirinin oksipital dal?","?????????? ??????? ???? ?? ????????? ????","??????"
"","","","","6297","Auricular branch of posterior auricular nerve","","Ramus auricularis nervi auricularis posterioris","","Branche auriculaire du nerf auriculaire post?rieur","","Ramo auricular del nervio auricular posterior","","Ramo auricular do nervo auricular posterior","","Ramo auricolare del nervo auricolare posteriore","Ga??? uszna nerwu usznego tylnego","???? ???? ?? ???? ???","Ohrmuschelast des hinteren ohrnervs","Posterior aurik?ler sinirin aurik?ler dal?","?????????? ??????? ???? ?? ????????? ????","???????"
"","","x","","6298","Digastric branch of facial nerve","","Ramus digastricus nervi facialis","%Ramus biventricus","Branche digastrique du nerf facial","","Ramo dig?strica del nervio facial","","Ramo dig?strico do nervo facial","","Ramo digastrico del nervo facciale","Ga??? dwubrzu?cowa nerwu twarzowego","???? ?? ????? ?? ?? ???? ??","Digastrischer ast des gesichtsnervs","Fasiyal sinirin digastrik dal?","????? ?? ???????? ?? ???? ????","??????"
"","","x","","6299","Stylohyoid branch of facial nerve","","Ramus stylohyoideus nervi facialis","","Branche stylohyo?de du nerf facial","","Ramo estilohioidea del nervio facial","","Ramo estilohi?ideo do nervo facial","","Ramo stiloioideo del nervo facciale","Ga??? rylcowo-gnykowa nerwu twarzowego","???? ???? ?? ???? ?? ???? ??","Stylohyoideus des gesichtsnervs","Fasiyal sinirin stylohyoid dal?","????? ?? ???????? ?? ??????????? ????","????????"
"","","","","6300","(Lingual branch of facial nerve)","","(Ramus lingualis nervi facialis)","%Branch of Cruveilhier","(Branche linguale du nerf facial)","","(Ramo lingual del nervio facial)","","(Ramo lingual do nervo facial)","","(Ramo linguale del nervo facciale)","(Ga??? j?zykowa nerwu twarzowego)","???? ????? ?? ???? ??","(Lingualast des gesichtsnervs)","(Fasiyal sinirin lingual dal?)","(????? ?? ?? ?? ????? ????)","(??????"
"","","x","6461;Parotid plexus","6301","Parotid plexus","%Intraparotid plexus","Plexus intraparotideus","%Plexus parotidicus","Plexus parotidien","%Plexus infraparotidien","Plexo parot?deo","%Plexo infraparot?deo","Plexo parot?deo","%Plexo infraparot?deo","Plesso parotideo","Splot przyuszniczy","?? ???????","Parotisplexus","parotis pleksus","??????? ????????","???"
"","","","","6302","Temporal branches of facial nerve","","Rami temporales nervi facialis","%Rami temporofrontales","Branches temporales du nerf facial","%Branches temporofrontales","Ramos temporales del nervio facial","%Ramas temporofrontales","Ramos temporais do nervo facial","%Ramos temporofrontais","Rami temporali del nervo facciale","Ga??zie skroniowe nerwu twarzowego","???? ??? ??????? ?? ???? ??","Temporale ?ste des gesichtsnervs","Fasiyal sinirin temporal dallar?","????? ?? ???????? ?? ??????? ??????","?????"
"","","","","6303","Zygomatic branches of facial nerve","","Rami zygomatici nervi facialis","","Branches zygomatiques du nerf facial","","Ramos cigom?ticas del nervio facial","","Ramos zigom?ticos do nervo facial","","Rami zigomatici del nervo facciale","Ga??zie jarzmowe nerwu twarzowego","???? ??? ???? ?? ?? ???? ??","Jochbein?ste des gesichtsnervs","Fasiyal sinirin zigomatik dallar?","????? ?? ???????? ?? ?????????? ??????","?????"
"","","","","6304","Buccal branches of facial nerve","","Rami buccales nervi facialis","%Rami bucinatorii","Branches buccales du nerf facial","","Ramos bucales del nervio facial","","Ramos vestibulares do nervo facial","","Rami buccali del nervo facciale","Ga??zie policzkowe nerwu twarzowego","???? ??? ??? ?? ???? ??","Wangen?ste des gesichtsnervs","Fasiyal sinirin bukkal dallar?","????? ?? ???????? ?? ?????? ??????","?????"
"","","","","6305","Marginal mandibular branch of facial nerve","","Ramus marginalis mandibularis nervi facialis","%Ramus marginalis mandibulae","Branche mandibulaire marginale du nerf facial","","Ramo mandibular marginal del nervio facial","","Ramo mandibular marginal do nervo facial","","Ramo mandibolare marginale del nervo facciale","Ga??? brze?na ?uchwy nerwu twarzowego","???? ??? ?? ?????? ?????? ?? ???? ??","Unterkieferast des nervus facialis","Fasiyal sinirin marjinal mandibular dal?","????? ?? ???????? ?? ?????? ????? ?? ????","???????"
"","","","","6306","Cervical branch of facial nerve","","Ramus cervicalis nervi facialis ramus","%Ramus nervi facialis colli","Branche cervicale du nerf facial","","Ramo cervical del nervio facial","","Ramo cervical do nervo facial","","Ramo cervicale del nervo facciale","Ga??? szyjna nerwu twarzowego","???? ????? ?? ???? ??","Zervikaler ast des gesichtsnervs","Fasiyal sinirin servikal dal?","????? ?? ???????? ?? ??????? ????","?????"
"x","","x","","6307","Vestibulocochlear nerve (VIII)","%Cranial nerve VIII","Nervus vestibulocochlearis (VIII)","%Nervus cranialis VIII%Nervus acusticus%Nervus statoacusticus%Nervus octavus","Nerf vestibulocochl?aire (VIII)","%Nerf cr?nien VIII%Nerf cr?nien 8%Nerf 8","Nervio vestibulococlear (VIII)","%Nervio craneal VIII","Nervo vestibulococlear (VIII)","%Nervo craniano VIII","Nervo vestibolococleare (VIII)","Nerw przedsionkowo-?limakowy (VIII)","?? ????- ??????","Vestibulocochlearis-nerv  (VIII)","Vestib?lokoklear sinir (VIII)","?????????????????? ???????? (VIII)","?????(VIII)"
"x","","x","6476;Vestibular nerve","6308","Vestibular nerve","","Nervus vestibularis","%Nervus staticus%Pars vestibularis nervi octavi","Nerf vestibulaire","","Nervio vestibular","","Nervo vestibular","","Nervo vestibolare","Nerw przedsionkowy","?? ????","Vestibularisnerv","Vestib?ler sinir","?????????? ????????","????"
"","","x","6477;Vestibular ganglion","6309","Vestibular ganglion","%Ganglion of Scarpa","Ganglion vestibulare","%Ganglion vestibuli","Ganglion vestibulaire","","Ganglio vestibular","","G?nglio vestibular","","Ganglio vestibolare","Zw?j przedsionkowy","??? ????","Vestibularisganglion","Vestib?ler gangliyon","?????????? ????????????","?????"
"","","","","6310","Cochlear communicating branch of vestibular nerve","%Anastomosis of Oort","Ramus communicans cochlearis nervi vestibularis","%Fila anastomotica","Branche cochl?aire communiquante vers le le nerf vestibulaire","","Ramo coclear comunicante del nervio vestibular","","Ramo coclear comunicante do nervo vestibular","","Ramo comunicante cocleare del nervo vestibolare","Ga??? ??cz?ca ?limakowa nerwu przedsionkowego","???? ?????? ?????? ?? ????","Cochlea kommunizierender ast des nervus vestibularis","Vestib?ler sinirin koklear ileti?im dal?","?????????? ???????? ?? ???????? ????? ????","?????????"
"","","","","6311","Superior branch of vestibular nerve","%Utriculoampullary nerve%Utriculo-ampullary nerve","Ramus superior nervi vestibularis","%Pars superior ganglii vestibularis%Pars rostralis ganglii vestibularis","Branche sup?rieur du nerf vestibulaire","","Ramo superior del nervio vestibular","","Ramo superior do nervo vestibular","","Ramo superiore del nervo vestibolare","Ga??? g?rna nerwu przedsionkowego","???? ?????? ?? ????","Oberer ast des nervus vestibularis","Vestib?ler sinirin ?st dal?","?????????? ???????? ?? ???????? ????","??????"
"","","","6481;Utricular nerve","6312","Utricular nerve","","Nervus utricularis","%Ramus utriculi","Nerf utriculaire","","Nervio utricular","","Nervo utricular","","Nervo utricolare","Nerw ?agiewkowy","?? ?????","Utrikularnerv","Utrik?ler sinir","?????????? ????????","???"
"","","","6482;Anterior ampullary nerve","6313","Anterior ampullary nerve","","Nervus ampullaris anterior","%Nervus ampullaris superior%Ramus ampullae superioris","Nerf ampullaire ant?rieur","","Nervio ampular anterior","","Nervo ampular anterior","","Nervo ampollare anteriore","Nerw ba?kowy przedni","?? ????? ????","Nervus ampullaris anterior","?n ampullar sinir","????????? ???????? ????????","?????"
"","","","6483;Lateral ampullary nerve","6314","Lateral ampullary nerve","","Nervus ampullaris lateralis","%Nervus ampullaris lateralis%Ramus ampullae lateralis","Nerf ampullaire lat?ral","","Nervio ampular lateral","","Nervo ampular lateral","","Nervo ampollare laterale","Nerw ba?kowy boczny","?? ????? ??????","Nervus ampullaris lateralis","Yanal ampullar sinir","????? ???????? ????????","??????"
"","","","","6315","Inferior branch of vestibular nerve","","Ramus inferior nervi vestibularis","%Pars inferior ganglii vestibularis%Pars caudalis ganglii vestibularis","Branche inf?rieure du nerf vestibulaire","","Ramo inferior del nervio vestibular","","Ramo inferior do nervo vestibular","","Ramo inferiore del nervo vestibolare","Ga??? dolna nerwu przedsionkowego","???? ?????? ?? ????","Unterer ast des nervus vestibularis","Vestib?ler sinirin alt dal?","?????????? ???????? ?? ????? ????","??????"
"","","","6484;Posterior ampullary nerve","6316","Posterior ampullary nerve","","Nervus ampullaris posterior","%Nervus ampullaris posterior%Ramus ampullae posterioris","Nerf ampullaire post?rieur","","Nervio ampular posterior","","Nervo ampular posterior","","Nervo ampollare posteriore","Nerw ba?kowy tylny","?? ????? ???","Nervus ampullaris posterior","Posterior ampullar sinir","?????????? ???????? ????????","?????"
"","","x","6485;Saccular nerve","6317","Saccular nerve","","Nervus saccularis","%Nervi sacculi","Nerf sacculaire","","Nervio sacular","","Nervo sacular","","Nervo sacculare","Nerw woreczkowy","?? ???? ??","Sacknerv","sakk?ler sinir","????? ????????","????"
"x","","x","6486;Cochlear nerve","6318","Cochlear nerve","","Nervus cochlearis","%Nervus cochleae%Nervus acusticus%Pars cochlearis nervi octavi","Nerf cochl?aire","","Nervio coclear","","Nervo coclear","","Nervo cocleare","Nerw ?limakowy","?? ??????","Cochleanerv","koklear sinir","????????? ????????","????"
"","","","?6487;Spiral cochlear ganglion","6319","Cochlear ganglion","%Spiral ganglion%Ganglion of Corti","Ganglion cochleare","%Ganglion spirale%Ganglion spirale cochleae","Ganglion cochl?aire","","Ganglio coclear","","G?nglio coclear","","Ganglio cocleare","Zw?j ?limakowy","??? ??????","Cochlea-ganglion","koklear gangliyon","????????? ????????????","?????"
"x","","x","","6320","Glossopharyngeal nerve (IX)","%Cranial nerve IX","Nervus glossopharyngeus (IX)","%Nervus cranialis IX","Nerf glossopharyngien (IX)","%Nerf cr?nien IX%Nerf cr?nien 9%Nerf 9","Nervio glosofar?ngeo (IX)","","Nervo glossofar?ngeo (IX)","","Nervo glossofaringeo (IX)","Nerw j?zykowo-gard?owy (IX)","?? ?????- ?????","Glossopharyngeusnerv  (IX)","Glossopharyngeal sinir (IX)","????????????? ???????? (IX)","????(IX)"
"","","x","","6321","Superior ganglion of glossopharyngeal nerve","%Ganglion of Ehrenritter","Ganglion superius nervi glossopharyngei","%Ganglion intracraniale nervi glossopharyngei%Ganglion rostralis nervi glossopharyngei","Ganglion sup?rieur du nerf glossopharyngien","","Ganglio superior del nervio glosofar?ngeo","","G?nglio superior do nervo glossofar?ngeo","","Ganglio superiore del nervo glossofaringeo","Zw?j g?rny nerwu j?zykowo-gard?owego","??? ?????? ?? ????? ?????","Oberes ganglion des n. glossopharyngeus","Glossofarengeal sinirin ?st?n ganglionu","???????????????? ???????? ?? ???????? ????????????","????????"
"","","x","","6322","Inferior ganglion of glossopharyngeal nerve","%Petrosal ganglion%Ganglion of Andersch","Ganglion inferius nervi glossopharyngei","%Ganglion petrosum%Ganglion extracraniale nervi glossopharyngei%Ganglion caudalis nervi glossopharyngei","Ganglion inf?rieur du nerf glossopharyngien","","Ganglio inferior del nervio glosofar?ngeo","","G?nglio inferior do nervo glossofar?ngeo","","Ganglio inferiore del nervo glossofaringeo","Zw?j dolny nerwu j?zykowo-gard?owego","??? ?????? ?? ????? ?????","Ganglion inferior des n. glossopharyngeus","Glossofarengeal sinirin alt ganglionu","???????????????? ???????? ?? ????????? ????????????","????????"
